id,item
'18','butter'
'18','flour'
'18','laundry detergent'
'18','waffles'
'18','juice'
'19','poultry'
'19','cheeses'
'19','sugar'
'19','butter'
'19','hand soap'
'19','soda'
'19','paper towels'
'19','tortillas'
'19','aluminum foil'
'19','sandwich loaves'
'19','coffee/tea'
'19','dishwashing liquid/detergent'
'19','laundry detergent'
'19','toilet paper'
'19','beef'
'19','vegetables'
'19','shampoo'
'19','mixes'
'19','ketchup'
'19','individual meals'
'19','soap'
'19','yogurt'
'19','shampoo'
'19','juice'
'20','pork'
'20','waffles'
'20','fruits'
'20','all- purpose'
'20','bagels'
'20','mixes'
'20','juice'
'21','cheeses'
'21','cereals'
'21','vegetables'
'21','sugar'
'21','bagels'
'21','soda'
'22','aluminum foil'
'22','vegetables'
'22','pasta'
'22','lunch meat'
'22','coffee/tea'
'22','cereals'
'22','poultry'
'22','vegetables'
'22','cheeses'
'22','dishwashing liquid/detergent'
'22','all- purpose'
'22','bagels'
'22','soda'
'22','mixes'
'22','shampoo'
'22','flour'
'22','yogurt'
'22','toilet paper'
'22','waffles'
'22','milk'
'23','pasta'
'23','poultry'
'23','cheeses'
'23','spaghetti sauce'
'23','hand soap'
'23','butter'
'23','paper towels'
'23','waffles'
'23','sandwich loaves'
'23','coffee/tea'
'23','all- purpose'
'23','sandwich bags'
'23','lunch meat'
'23','ice cream'
'23','vegetables'
'23','bagels'
'23','fruits'
'23','ketchup'
'23','individual meals'
'23','soap'
'23','juice'
'24','pasta'
'24','bagels'
'24','pork'
'24','sandwich loaves'
'24','ice cream'
'24','lunch meat'
'24','juice'
'24','vegetables'
'24','fruits'
'24','sugar'
'24','all- purpose'
'24','dishwashing liquid/detergent'
'24','yogurt'
'24','tortillas'
'25','cereals'
'25','poultry'
'25','hand soap'
'25','butter'
'25','soda'
'25','sugar'
'25','paper towels'
'25','tortillas'
'25','aluminum foil'
'25','sandwich loaves'
'25','coffee/tea'
'25','lunch meat'
'25','beef'
'25','vegetables'
'25','bagels'
'25','shampoo'
'25','flour'
'25','mixes'
'25','dinner rolls'
'25','fruits'
'25','individual meals'
'25','yogurt'
'25','juice'
'26','pasta'
'26','poultry'
'26','cheeses'
'26','sugar'
'26','butter'
'26','soda'
'26','paper towels'
'26','waffles'
'26','sandwich loaves'
'26','all- purpose'
'26','sandwich bags'
'26','laundry detergent'
'26','lunch meat'
'26','ice cream'
'26','vegetables'
'26','fruits'
'26','shampoo'
'26','mixes'
'26','dinner rolls'
'26','pork'
'26','laundry detergent'
'26','milk'
'27','pasta'
'27','lunch meat'
'27','juice'
'27','eggs'
'27','cereals'
'27','pork'
'27','poultry'
'27','ketchup'
'27','sugar'
'27','butter'
'27','bagels'
'27','all- purpose'
'27','soda'
'27','shampoo'
'27','individual meals'
'27','soap'
'27','toilet paper'
'27','mixes'
'27','waffles'
'27','tortillas'
'28','sandwich loaves'
'28','pork'
'28','pasta'
'28','vegetables'
'28','spaghetti sauce'
'28','butter'
'28','all- purpose'
'28','yogurt'
'28','dinner rolls'
'28','juice'
'29','sandwich loaves'
'29','flour'
'29','cheeses'
'29','bagels'
'29','toilet paper'
'30','pasta'
'30','ice cream'
'30','aluminum foil'
'30','lunch meat'
'30','eggs'
'30','cereals'
'30','vegetables'
'30','hand soap'
'30','laundry detergent'
'30','soda'
'30','individual meals'
'30','spaghetti sauce'
'30','shampoo'
'30','paper towels'
'30','toilet paper'
'30','yogurt'
'30','dinner rolls'
'30','waffles'
'30','juice'
'31','aluminum foil'
'31','sandwich loaves'
'31','lunch meat'
'31','beef'
'31','ice cream'
'31','eggs'
'31','ketchup'
'31','vegetables'
'31','cheeses'
'31','sugar'
'31','soda'
'31','individual meals'
'31','soap'
'31','soap'
'31','yogurt'
'31','paper towels'
'31','dinner rolls'
'32','sandwich loaves'
'32','pasta'
'32','aluminum foil'
'32','pork'
'32','coffee/tea'
'32','soap'
'32','poultry'
'32','ketchup'
'32','vegetables'
'32','all- purpose'
'32','soda'
'32','individual meals'
'32','mixes'
'32','paper towels'
'32','flour'
'32','yogurt'
'32','sandwich bags'
'33','ice cream'
'33','coffee/tea'
'33','beef'
'33','eggs'
'33','vegetables'
'33','cheeses'
'33','lunch meat'
'33','hand soap'
'33','spaghetti sauce'
'33','soda'
'33','soap'
'33','yogurt'
'33','mixes'
'33','tortillas'
'34','sandwich loaves'
'34','pork'
'34','aluminum foil'
'34','eggs'
'34','cereals'
'34','cheeses'
'34','spaghetti sauce'
'34','laundry detergent'
'34','bagels'
'34','individual meals'
'34','yogurt'
'34','mixes'
'34','milk'
'34','juice'
'35','lunch meat'
'35','pork'
'35','ketchup'
'35','vegetables'
'35','spaghetti sauce'
'35','sugar'
'35','sandwich bags'
'35','butter'
'35','all- purpose'
'35','soap'
'35','shampoo'
'35','hand soap'
'35','paper towels'
'35','flour'
'35','yogurt'
'35','laundry detergent'
'35','dinner rolls'
'35','juice'
'36','pasta'
'36','lunch meat'
'36','fruits'
'36','vegetables'
'36','hand soap'
'36','sugar'
'36','shampoo'
'36','mixes'
'36','dinner rolls'
'37','pasta'
'37','aluminum foil'
'37','lunch meat'
'37','coffee/tea'
'37','pork'
'37','tortillas'
'37','cereals'
'37','eggs'
'37','poultry'
'37','vegetables'
'37','fruits'
'37','hand soap'
'37','spaghetti sauce'
'37','soda'
'37','butter'
'37','individual meals'
'37','toilet paper'
'37','laundry detergent'
'37','dinner rolls'
'37','juice'
'38','aluminum foil'
'38','pork'
'38','beef'
'38','coffee/tea'
'38','coffee/tea'
'38','eggs'
'38','ketchup'
'38','vegetables'
'38','cheeses'
'38','hand soap'
'38','all- purpose'
'38','mixes'
'38','butter'
'38','waffles'
'38','yogurt'
'38','sandwich bags'
'38','dinner rolls'
'38','milk'
'38','tortillas'
'39','hand soap'
'39','sandwich loaves'
'39','ice cream'
'39','beef'
'39','coffee/tea'
'39','poultry'
'39','mixes'
'39','shampoo'
'39','sandwich bags'
'40','milk'
'40','lunch meat'
'40','coffee/tea'
'40','poultry'
'40','cheeses'
'40','fruits'
'40','hand soap'
'40','sugar'
'40','soda'
'40','individual meals'
'40','spaghetti sauce'
'40','flour'
'40','toilet paper'
'40','milk'
'40','tortillas'
'41','aluminum foil'
'41','pasta'
'41','sandwich loaves'
'41','ice cream'
'41','beef'
'41','tortillas'
'41','cereals'
'41','cheeses'
'41','vegetables'
'41','sugar'
'41','spaghetti sauce'
'41','bagels'
'41','individual meals'
'41','shampoo'
'41','paper towels'
'41','dinner rolls'
'41','mixes'
'41','waffles'
'41','juice'
'42','sandwich loaves'
'42','coffee/tea'
'42','tortillas'
'42','cereals'
'42','poultry'
'42','ketchup'
'42','toilet paper'
'42','toilet paper'
'42','cheeses'
'42','vegetables'
'42','dishwashing liquid/detergent'
'42','butter'
'42','laundry detergent'
'42','shampoo'
'42','soap'
'42','flour'
'42','mixes'
'42','dinner rolls'
'42','milk'
'42','juice'
'43','aluminum foil'
'43','lunch meat'
'43','butter'
'43','cereals'
'43','poultry'
'43','cheeses'
'43','vegetables'
'43','dishwashing liquid/detergent'
'43','hand soap'
'43','spaghetti sauce'
'43','soda'
'43','shampoo'
'43','flour'
'43','laundry detergent'
'43','waffles'
'43','juice'
'44','pork'
'44','coffee/tea'
'44','beef'
'44','butter'
'44','cereals'
'44','eggs'
'44','vegetables'
'44','spaghetti sauce'
'44','all- purpose'
'44','soda'
'44','laundry detergent'
'44','yogurt'
'44','toilet paper'
'44','waffles'
'45','hand soap'
'45','ice cream'
'45','beef'
'45','eggs'
'45','poultry'
'45','ketchup'
'45','cheeses'
'45','fruits'
'45','spaghetti sauce'
'45','sugar'
'45','soda'
'45','paper towels'
'45','soap'
'45','toilet paper'
'45','dinner rolls'
'45','sandwich bags'
'45','waffles'
'45','milk'
'45','tortillas'
'46','poultry'
'46','cheeses'
'46','sugar'
'46','butter'
'46','paper towels'
'46','waffles'
'46','aluminum foil'
'46','sandwich loaves'
'46','dishwashing liquid/detergent'
'46','all- purpose'
'46','laundry detergent'
'46','lunch meat'
'46','beef'
'46','ice cream'
'46','vegetables'
'46','fruits'
'46','shampoo'
'46','flour'
'46','ketchup'
'46','soda'
'46','soap'
'47','pasta'
'47','coffee/tea'
'47','cereals'
'47','ketchup'
'47','vegetables'
'47','fruits'
'47','hand soap'
'47','spaghetti sauce'
'47','mixes'
'47','individual meals'
'47','soap'
'47','flour'
'47','laundry detergent'
'47','beef'
'48','aluminum foil'
'48','sandwich loaves'
'48','ice cream'
'48','beef'
'48','lunch meat'
'48','laundry detergent'
'48','pork'
'48','vegetables'
'48','fruits'
'48','all- purpose'
'48','bagels'
'48','shampoo'
'48','sandwich bags'
'48','waffles'
'49','aluminum foil'
'49','vegetables'
'49','pork'
'49','beef'
'49','eggs'
'49','cereals'
'49','ketchup'
'49','vegetables'
'49','sugar'
'49','soda'
'49','flour'
'49','mixes'
'50','pasta'
'50','aluminum foil'
'50','sandwich loaves'
'50','coffee/tea'
'50','eggs'
'50','poultry'
'50','vegetables'
'50','dishwashing liquid/detergent'
'50','sugar'
'50','butter'
'50','soda'
'50','flour'
'50','shampoo'
'50','paper towels'
'50','sandwich bags'
'50','yogurt'
'50','mixes'
'50','sandwich bags'
'50','tortillas'
'51','hand soap'
'51','sandwich loaves'
'51','pork'
'51','beef'
'51','ice cream'
'51','cereals'
'51','poultry'
'51','ketchup'
'51','cheeses'
'51','dishwashing liquid/detergent'
'51','hand soap'
'51','all- purpose'
'51','butter'
'51','mixes'
'51','dinner rolls'
'52','aluminum foil'
'52','lunch meat'
'52','ice cream'
'52','flour'
'52','poultry'
'52','vegetables'
'52','fruits'
'52','spaghetti sauce'
'52','butter'
'52','laundry detergent'
'52','soda'
'52','bagels'
'52','sugar'
'52','flour'
'52','toilet paper'
'52','dinner rolls'
'52','milk'
'52','tortillas'
'53','aluminum foil'
'53','coffee/tea'
'53','pasta'
'53','tortillas'
'53','eggs'
'53','soap'
'53','ketchup'
'53','vegetables'
'53','sugar'
'53','butter'
'53','soda'
'53','shampoo'
'53','paper towels'
'53','dinner rolls'
'53','mixes'
'53','waffles'
'53','juice'
'54','pasta'
'54','lunch meat'
'54','beef'
'54','coffee/tea'
'54','ice cream'
'54','eggs'
'54','dishwashing liquid/detergent'
'54','poultry'
'54','vegetables'
'54','cheeses'
'54','fruits'
'54','dishwashing liquid/detergent'
'54','soda'
'54','flour'
'54','yogurt'
'54','paper towels'
'54','dinner rolls'
'54','tortillas'
'55','pork'
'55','beef'
'55','ice cream'
'55','eggs'
'55','poultry'
'55','ketchup'
'55','fruits'
'55','hand soap'
'55','sugar'
'55','soda'
'55','dinner rolls'
'55','shampoo'
'55','flour'
'55','yogurt'
'55','toilet paper'
'55','waffles'
'55','shampoo'
'55','juice'
'56','pasta'
'56','cereals'
'56','cheeses'
'56','spaghetti sauce'
'56','hand soap'
'56','soda'
'56','waffles'
'56','sandwich loaves'
'56','dishwashing liquid/detergent'
'56','all- purpose'
'56','laundry detergent'
'56','ice cream'
'56','lunch meat'
'56','vegetables'
'56','fruits'
'56','shampoo'
'56','flour'
'56','mixes'
'56','ketchup'
'56','individual meals'
'56','soap'
'56','shampoo'
'56','juice'
'57','pasta'
'57','poultry'
'57','spaghetti sauce'
'57','sugar'
'57','paper towels'
'57','tortillas'
'57','aluminum foil'
'57','coffee/tea'
'57','dishwashing liquid/detergent'
'57','individual meals'
'57','all- purpose'
'57','toilet paper'
'57','sandwich bags'
'57','ice cream'
'57','lunch meat'
'57','beef'
'57','eggs'
'57','vegetables'
'57','fruits'
'57','bagels'
'57','shampoo'
'57','soap'
'57','milk'
'58','aluminum foil'
'58','sandwich loaves'
'58','ice cream'
'58','lunch meat'
'58','cereals'
'58','poultry'
'58','vegetables'
'58','spaghetti sauce'
'58','all- purpose'
'58','hand soap'
'58','soap'
'58','sandwich bags'
'58','dinner rolls'
'58','laundry detergent'
'58','waffles'
'58','milk'
'59','aluminum foil'
'59','milk'
'59','pork'
'59','cereals'
'59','poultry'
'59','cheeses'
'59','flour'
'59','laundry detergent'
'59','milk'
'60','fruits'
'60','all- purpose'
'60','juice'
'60','toilet paper'
'60','juice'
'61','tortillas'
'61','pasta'
'61','sandwich loaves'
'61','ice cream'
'61','beef'
'61','cereals'
'61','cheeses'
'61','vegetables'
'61','fruits'
'61','spaghetti sauce'
'61','hand soap'
'61','soda'
'61','shampoo'
'61','soap'
'61','sandwich bags'
'61','laundry detergent'
'61','waffles'
'62','aluminum foil'
'62','ice cream'
'62','coffee/tea'
'62','pork'
'62','eggs'
'62','ketchup'
'62','all- purpose'
'62','soda'
'62','juice'
'62','sandwich bags'
'62','yogurt'
'62','toilet paper'
'62','waffles'
'63','aluminum foil'
'63','sandwich loaves'
'63','ice cream'
'63','ketchup'
'63','poultry'
'63','vegetables'
'63','cheeses'
'63','butter'
'63','bagels'
'63','individual meals'
'63','soda'
'63','all- purpose'
'63','flour'
'63','sandwich bags'
'63','milk'
'64','pasta'
'64','lunch meat'
'64','beef'
'64','eggs'
'64','cereals'
'64','hand soap'
'64','butter'
'64','mixes'
'64','shampoo'
'64','toilet paper'
'64','paper towels'
'64','milk'
'65','sandwich loaves'
'65','lunch meat'
'65','beef'
'65','cereals'
'65','poultry'
'65','ketchup'
'65','vegetables'
'65','cheeses'
'65','fruits'
'65','individual meals'
'65','hand soap'
'65','sugar'
'65','individual meals'
'65','mixes'
'65','shampoo'
'65','laundry detergent'
'66','pasta'
'66','sandwich loaves'
'66','coffee/tea'
'66','cereals'
'66','flour'
'66','poultry'
'66','cheeses'
'66','dishwashing liquid/detergent'
'66','hand soap'
'66','sugar'
'66','all- purpose'
'66','individual meals'
'66','spaghetti sauce'
'66','shampoo'
'66','bagels'
'66','paper towels'
'66','flour'
'66','yogurt'
'66','mixes'
'66','dinner rolls'
'67','cereals'
'67','cheeses'
'67','sugar'
'67','paper towels'
'67','waffles'
'67','sandwich loaves'
'67','dishwashing liquid/detergent'
'67','all- purpose'
'67','sandwich bags'
'67','ice cream'
'67','lunch meat'
'67','eggs'
'67','vegetables'
'67','fruits'
'67','bagels'
'67','shampoo'
'67','flour'
'67','paper towels'
'67','individual meals'
'67','yogurt'
'67','juice'
'68','cereals'
'68','vegetables'
'68','dishwashing liquid/detergent'
'68','sugar'
'68','juice'
'68','yogurt'
'68','laundry detergent'
'68','milk'
'69','poultry'
'69','pork'
'69','ketchup'
'69','vegetables'
'69','soda'
'70','tortillas'
'70','pasta'
'70','eggs'
'70','vegetables'
'70','cheeses'
'70','fruits'
'70','sugar'
'70','all- purpose'
'70','bagels'
'70','butter'
'70','shampoo'
'70','toilet paper'
'70','juice'
'71','pasta'
'71','ketchup'
'71','vegetables'
'71','fruits'
'71','sugar'
'71','all- purpose'
'71','hand soap'
'71','dishwashing liquid/detergent'
'71','butter'
'71','sandwich bags'
'71','waffles'
'71','beef'
'72','aluminum foil'
'72','vegetables'
'72','ice cream'
'72','coffee/tea'
'72','pork'
'72','cereals'
'72','ketchup'
'72','vegetables'
'72','dishwashing liquid/detergent'
'72','spaghetti sauce'
'72','butter'
'72','hand soap'
'72','mixes'
'72','bagels'
'72','toilet paper'
'72','laundry detergent'
'72','milk'
'72','juice'
'73','aluminum foil'
'73','sandwich loaves'
'73','pork'
'73','coffee/tea'
'73','beef'
'73','ice cream'
'73','poultry'
'73','ketchup'
'73','cheeses'
'73','vegetables'
'73','fruits'
'73','all- purpose'
'73','bagels'
'73','dinner rolls'
'73','shampoo'
'73','yogurt'
'73','mixes'
'73','sandwich bags'
'73','milk'
'73','juice'
'74','pasta'
'74','lunch meat'
'74','coffee/tea'
'74','butter'
'74','individual meals'
'74','juice'
'74','paper towels'
'75','bagels'
'75','coffee/tea'
'75','beef'
'75','eggs'
'75','ketchup'
'75','vegetables'
'75','fruits'
'75','dishwashing liquid/detergent'
'75','laundry detergent'
'75','spaghetti sauce'
'75','waffles'
'75','bagels'
'75','paper towels'
'75','soap'
'75','sandwich bags'
'75','yogurt'
'75','toilet paper'
'75','dinner rolls'
'75','milk'
'75','tortillas'
'76','hand soap'
'76','ice cream'
'76','lunch meat'
'76','cereals'
'76','ketchup'
'76','dishwashing liquid/detergent'
'76','sugar'
'76','all- purpose'
'76','fruits'
'76','mixes'
'77','ice cream'
'77','beef'
'77','fruits'
'77','dishwashing liquid/detergent'
'77','fruits'
'77','butter'
'77','bagels'
'77','individual meals'
'77','mixes'
'78','sandwich loaves'
'78','lunch meat'
'78','poultry'
'78','cheeses'
'78','spaghetti sauce'
'78','butter'
'78','laundry detergent'
'78','individual meals'
'78','juice'
'78','toilet paper'
'78','waffles'
'79','pasta'
'79','poultry'
'79','cheeses'
'79','spaghetti sauce'
'79','butter'
'79','paper towels'
'79','waffles'
'79','sandwich loaves'
'79','all- purpose'
'79','sandwich bags'
'79','lunch meat'
'79','beef'
'79','vegetables'
'79','fruits'
'79','shampoo'
'79','dinner rolls'
'79','pork'
'79','dishwashing liquid/detergent'
'79','ketchup'
'79','individual meals'
'79','soap'
'80','aluminum foil'
'80','eggs'
'80','ketchup'
'80','vegetables'
'80','fruits'
'80','dishwashing liquid/detergent'
'80','soda'
'80','bagels'
'80','paper towels'
'80','yogurt'
'80','milk'
'81','pasta'
'81','sandwich loaves'
'81','beef'
'81','tortillas'
'81','pork'
'81','ketchup'
'81','cheeses'
'81','fruits'
'81','spaghetti sauce'
'81','dishwashing liquid/detergent'
'81','soda'
'81','bagels'
'81','mixes'
'81','sandwich bags'
'81','soap'
'81','flour'
'81','toilet paper'
'81','waffles'
'81','milk'
'81','juice'
'82','pork'
'82','coffee/tea'
'82','beef'
'82','cereals'
'82','vegetables'
'82','all- purpose'
'82','individual meals'
'82','shampoo'
'82','paper towels'
'82','sandwich bags'
'82','toilet paper'
'82','waffles'
'82','juice'
'83','aluminum foil'
'83','sandwich loaves'
'83','flour'
'83','cheeses'
'83','hand soap'
'83','butter'
'83','bagels'
'83','individual meals'
'83','soap'
'83','tortillas'
'84','aluminum foil'
'84','pork'
'84','coffee/tea'
'84','beef'
'84','eggs'
'84','dishwashing liquid/detergent'
'84','poultry'
'84','vegetables'
'84','ketchup'
'84','fruits'
'84','hand soap'
'84','bagels'
'84','mixes'
'84','paper towels'
'84','toilet paper'
'84','sandwich bags'
'84','waffles'
'84','tortillas'
'85','yogurt'
'85','pasta'
'85','sandwich loaves'
'85','pork'
'85','beef'
'85','coffee/tea'
'85','ice cream'
'85','ketchup'
'85','vegetables'
'85','all- purpose'
'85','butter'
'85','shampoo'
'85','yogurt'
'85','milk'
'86','milk'
'86','sandwich loaves'
'86','lunch meat'
'86','beef'
'86','eggs'
'86','cereals'
'86','poultry'
'86','ketchup'
'86','vegetables'
'86','dishwashing liquid/detergent'
'86','spaghetti sauce'
'86','individual meals'
'86','shampoo'
'86','sandwich bags'
'86','tortillas'
'87','pasta'
'87','lunch meat'
'87','beef'
'87','coffee/tea'
'87','cereals'
'87','vegetables'
'87','cheeses'
'87','fruits'
'87','sugar'
'87','spaghetti sauce'
'87','dishwashing liquid/detergent'
'87','individual meals'
'87','hand soap'
'87','poultry'
'87','tortillas'
'88','aluminum foil'
'88','beef'
'88','eggs'
'88','dishwashing liquid/detergent'
'88','soda'
'88','soap'
'88','paper towels'
'88','laundry detergent'
'88','juice'
'89','aluminum foil'
'89','beef'
'89','pasta'
'89','individual meals'
'89','paper towels'
'90','sandwich loaves'
'90','ice cream'
'90','coffee/tea'
'90','cereals'
'90','vegetables'
'90','lunch meat'
'90','sugar'
'90','dishwashing liquid/detergent'
'90','all- purpose'
'90','mixes'
'90','dinner rolls'
'90','tortillas'
'91','ice cream'
'91','coffee/tea'
'91','ketchup'
'91','vegetables'
'91','spaghetti sauce'
'91','bagels'
'91','shampoo'
'91','soap'
'91','yogurt'
'91','sandwich bags'
'91','juice'
'92','lunch meat'
'92','beef'
'92','eggs'
'92','poultry'
'92','toilet paper'
'92','vegetables'
'92','butter'
'92','soda'
'92','bagels'
'92','shampoo'
'92','dinner rolls'
'92','waffles'
'93','pork'
'93','beef'
'93','ice cream'
'93','dishwashing liquid/detergent'
'93','poultry'
'93','vegetables'
'93','ketchup'
'93','sugar'
'93','sandwich bags'
'93','spaghetti sauce'
'93','individual meals'
'93','butter'
'93','flour'
'93','paper towels'
'93','soda'
'93','soap'
'93','toilet paper'
'93','mixes'
'93','waffles'
'93','tortillas'
'94','pasta'
'94','poultry'
'94','cheeses'
'94','hand soap'
'94','sugar'
'94','tortillas'
'94','coffee/tea'
'94','all- purpose'
'94','sandwich bags'
'94','laundry detergent'
'94','lunch meat'
'94','beef'
'94','eggs'
'94','vegetables'
'94','shampoo'
'94','flour'
'94','mixes'
'94','dinner rolls'
'94','pork'
'94','ketchup'
'94','dinner rolls'
'94','individual meals'
'94','soap'
'94','yogurt'
'94','milk'
'94','juice'
'95','soap'
'95','milk'
'95','pork'
'95','tortillas'
'96','hand soap'
'96','fruits'
'96','sugar'
'96','hand soap'
'96','soda'
'96','individual meals'
'96','paper towels'
'96','milk'
'97','aluminum foil'
'97','pork'
'97','coffee/tea'
'97','fruits'
'97','cheeses'
'97','vegetables'
'97','soda'
'97','bagels'
'98','aluminum foil'
'98','pasta'
'98','ice cream'
'98','eggs'
'98','tortillas'
'98','ketchup'
'98','cheeses'
'98','vegetables'
'98','dinner rolls'
'98','dishwashing liquid/detergent'
'98','sandwich bags'
'98','all- purpose'
'98','bagels'
'98','paper towels'
'98','toilet paper'
'98','yogurt'
'98','laundry detergent'
'98','waffles'
'98','juice'
'99','eggs'
'99','cereals'
'99','toilet paper'
'99','vegetables'
'99','soda'
'99','bagels'
'99','paper towels'
'99','mixes'
'99','dinner rolls'
'99','tortillas'
'100','yogurt'
'100','lunch meat'
'100','ice cream'
'100','beef'
'100','coffee/tea'
'100','cereals'
'100','poultry'
'100','vegetables'
'100','cheeses'
'100','butter'
'100','mixes'
'100','paper towels'
'100','waffles'
'100','milk'
'101','sandwich loaves'
'101','lunch meat'
'101','pork'
'101','cereals'
'101','flour'
'101','poultry'
'101','vegetables'
'101','butter'
'101','soap'
'101','toilet paper'
'102','coffee/tea'
'102','lunch meat'
'102','all- purpose'
'102','bagels'
'102','shampoo'
'102','flour'
'102','sandwich bags'
'103','hand soap'
'103','cheeses'
'103','spaghetti sauce'
'103','hand soap'
'103','sugar'
'103','paper towels'
'103','aluminum foil'
'103','sandwich loaves'
'103','coffee/tea'
'103','dishwashing liquid/detergent'
'103','all- purpose'
'103','toilet paper'
'103','lunch meat'
'103','eggs'
'103','vegetables'
'103','bagels'
'103','flour'
'103','mixes'
'103','pork'
'103','ketchup'
'103','individual meals'
'103','soap'
'103','yogurt'
'103','milk'
'103','juice'
'104','pasta'
'104','aluminum foil'
'104','pork'
'104','beef'
'104','eggs'
'104','cereals'
